时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
20:52:58,475,23,98,0,0,135,2,5709,3883,7350,11142,6361,3615,3040,2073,2190,2021,288,1521,1630,208,1267,1365
20:53:00,359,15,63,0,0,137,2,1944,7610,6608,9159,6529,2351,2718,1533,4658,6726,2154,1085,1418,1229,1313,1302
20:53:02,421,7,67,0,0,141,2,1948,8649,7793,5961,3529,4951,2530,551,4064,5004,1727,497,754,1346,881,757
20:53:05,507,23,83,0,0,143,2,570,9156,8275,10683,9291,6084,3349,3084,6773,5555,1599,1229,1636,1591,1463,1006
20:53:07,408,15,64,0,0,145,2,5518,7623,8203,6314,3824,3254,3905,2481,6780,6214,2520,1078,967,768,1174,1068
20:53:09,350,23,82,0,0,146,2,5123,7566,8199,6527,2302,1424,3885,4097,6240,5874,1743,370,668,625,463,218
20:53:14,432,7,71,0,0,152,2,2235,9171,7029,4733,3613,5660,2373,244,4378,5747,2271,614,259,1181,957,992
20:53:16,378,15,67,0,0,154,2,7299,7225,8651,7295,1292,2754,1864,1818,3244,4346,2048,2186,1121,608,1139,1627
20:53:18,417,7,65,0,0,156,2,5724,8381,7211,6014,2989,5346,4151,3960,2971,3552,1429,2541,1659,1126,1413,1683
20:53:20,391,23,65,0,0,157,2,6004,6928,7815,9210,5310,8199,3723,1663,4612,4751,977,1594,1278,1338,1252,651
20:53:22,283,23,53,0,0,161,2,6846,7934,2168,7269,6092,5776,3339,1377,4388,5460,1903,1103,1631,2204,1251,913
20:53:25,438,7,76,0,0,163,2,1604,9842,3503,6389,5684,4572,3128,3288,6023,5908,1532,1646,807,1807,1460,2254
20:53:27,381,23,64,0,0,165,2,6331,6808,5224,8284,1737,4596,750,1441,4215,5712,1580,1001,575,1722,1081,1086
20:53:29,428,23,81,0,0,167,2,6076,10418,5819,7152,2806,4157,3229,749,4421,4783,1830,1449,929,305,828,1566
20:53:31,432,7,67,0,0,168,2,5733,7921,4455,8805,1639,4127,2389,2371,5717,3261,1472,1640,1656,1952,1101,891
20:53:34,428,7,80,0,0,172,2,7760,10276,4325,9604,7985,4856,1659,1691,4430,4330,1328,1961,1486,1758,1361,1366
20:53:36,321,23,62,0,0,174,2,7857,6183,2989,8023,6705,4197,1922,2856,4865,4011,215,962,505,1350,650,192
20:53:38,500,7,95,0,0,176,0,20,12208,6158,6728,5879,8414,5559,736,6862,5242,1715,2475,378,579,843,922
20:53:40,423,23,72,0,0,177,2,4852,10738,3693,10222,3927,3676,2327,2922,6156,5632,1948,614,813,677,332,278
20:53:42,467,7,83,0,0,179,2,11119,9190,3963,8269,3824,5055,220,1029,3946,4834,2179,2169,1271,330,776,1373
20:53:45,333,23,67,0,0,183,2,8450,7530,5019,8663,7351,5619,2436,752,4158,3887,1059,1366,179,836,311,544
20:53:47,487,7,92,0,0,185,2,9449,11884,4272,9142,3558,4518,4131,1777,3313,5000,2377,1694,1021,711,1365,912
20:53:49,503,7,108,0,0,187,2,1601,13876,10884,9827,8423,6087,3567,2170,6816,5800,1268,364,424,1221,596,460
20:53:51,477,23,101,0,0,188,2,1756,12998,1003,7610,6519,5580,2784,1820,6538,6026,2462,1979,1126,1579,1106,685
20:53:54,469,7,99,0,0,190,2,7419,9464,3673,11537,7056,4946,3504,2044,4799,5872,2570,560,1102,823,972,537
20:53:56,426,23,74,0,0,194,2,8055,9534,8969,9579,5196,6533,2760,1790,6022,5836,1961,3144,2201,1234,429,1255
20:53:58,447,7,78,0,0,196,2,8233,10023,7248,8927,4205,6439,3571,2816,6562,6064,2254,1837,2627,3205,2395,1502
20:54:00,413,7,93,0,0,198,2,8178,11974,90,8620,5412,5541,3633,1709,4290,4895,1773,120,650,382,549,952
20:54:05,409,23,77,0,0,203,2,306,13667,8443,9004,5995,5056,3857,3495,8010,7578,3826,3167,2168,1213,308,1416
