时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
19:39:46,685,78,155,0,0,106,1,7678,10986,10486,2587,3460,3258,1152,1401,2172,14050,20013,4457,4613,1036,314,2716
19:39:49,616,78,110,0,0,110,1,6253,13794,7811,5122,5315,3681,2215,2226,5724,2406,10284,7462,4791,1672,3854,5466
19:39:51,488,70,92,0,0,112,1,2850,7036,6279,4723,6347,2634,3627,7309,8876,11816,7818,4795,3324,516,832,2905
19:39:53,677,31,115,0,0,113,1,8206,10729,12971,14010,14839,8321,6846,12454,7132,15754,16107,6306,2216,2098,2292,829
19:39:55,602,78,125,0,0,115,1,5194,8750,10298,7876,6186,8562,6058,5359,5642,4710,10668,7231,4297,4336,4736,4825
19:39:58,605,15,104,0,0,117,1,4046,7821,9223,8402,8120,4160,4550,9848,7811,8721,9360,2873,5639,8233,5764,3416
19:40:00,679,78,115,0,0,121,1,2480,10294,13934,502,8397,6529,11077,6330,6832,8307,14754,6061,5840,1367,3245,3022
19:40:02,592,15,106,0,0,122,1,4437,10882,13695,8024,8933,6237,3384,2051,4902,8058,14174,4017,5830,6582,5942,1379
19:40:04,619,54,92,0,0,124,1,2355,6511,8081,2923,3534,7322,2322,11846,5125,6668,11650,4444,4139,1868,3876,2743
19:40:06,542,78,91,0,0,126,1,5418,6745,7813,4662,488,2144,2559,3745,1646,4345,5174,5787,6535,5671,5731,5174
19:40:09,517,78,86,0,0,130,1,5056,7447,9923,3454,5090,8647,10955,5712,3709,5203,11059,5823,1351,1572,2142,3733
19:40:11,514,31,85,0,0,132,1,202,2745,3209,9415,10965,5536,3928,3463,4588,5155,7567,2002,4468,746,3532,2180
19:40:13,645,15,103,0,0,133,1,2006,9017,13187,6329,4629,8324,10734,9852,4879,5140,11366,6307,2155,168,2665,4445
19:40:15,723,54,98,0,0,135,1,602,1085,5264,4579,7729,9511,13800,14564,8105,7922,8007,7624,3036,1851,1210,5838
19:40:18,524,39,70,0,0,137,1,9239,18484,15473,5624,6040,9373,10126,8815,2211,8910,7291,210,2466,1596,2893,1126
19:40:20,657,31,123,0,0,141,1,411,7145,9181,4253,5148,7092,8535,10962,5925,4637,7640,946,5273,5317,2884,1508
19:40:22,584,15,132,0,0,143,1,3721,10566,16942,11155,2920,5796,496,5570,3177,6004,11246,6264,2990,853,3785,4402
19:40:26,555,78,94,0,0,146,1,2879,10085,17318,11277,6219,5328,2162,4928,6779,5097,6190,4804,7009,7686,5302,3546
19:40:29,474,7,78,0,0,148,1,2316,6252,10079,6300,9952,10613,7057,5410,3817,5035,8694,4865,5634,4013,5077,4231
19:40:31,516,31,78,0,0,152,1,1588,9226,9279,8880,10095,7085,6402,4991,2562,6235,8522,3905,2221,4221,2150,1413
19:40:33,500,7,91,0,0,153,1,8204,11711,11565,1833,6270,460,2344,9228,3209,5200,8320,5806,4939,52,4397,4629
19:40:35,528,78,93,0,0,155,1,2408,4337,6901,5860,7287,7855,10564,7392,10992,7696,11851,7025,713,2231,1243,4385
19:40:38,575,78,92,0,0,157,1,8113,12741,14418,12603,16632,13115,10668,11058,10199,2829,11870,7502,3804,2401,2439,5322
19:40:40,626,15,114,0,0,161,1,4676,9066,11335,785,8874,4885,4939,5830,10199,4272,11145,4928,5503,2869,4658,2429
19:40:42,552,78,110,0,0,163,1,589,7633,11443,2086,7364,2334,5119,4876,2800,7955,14182,10476,1673,2734,2983,6520
19:40:44,550,31,119,0,0,164,1,626,3202,2132,8322,15291,9403,6815,4282,10044,9349,8642,1813,2607,2281,1300,2329
19:40:46,491,78,91,0,0,166,1,3011,8500,8878,5689,8112,5102,2968,2813,9959,3422,7897,3948,1199,1768,1346,1287
19:40:49,538,54,85,0,0,168,1,1574,8862,12015,4863,2926,5185,4273,6986,2691,7375,8620,4300,1192,2414,387,3732
19:40:51,491,70,87,0,0,171,1,4653,9144,9028,689,3713,3992,8892,12743,8179,2341,8558,1346,1736,4295,2822,296
19:40:53,540,15,115,0,0,174,1,3215,8998,14722,7046,4252,4925,2417,7500,4763,5138,10359,4900,3337,4604,4376,3213
19:40:55,524,15,98,0,0,175,1,2893,9825,12604,10679,11998,4154,5915,8090,1653,7624,9602,3100,3638,4143,3203,1006
19:40:58,535,15,75,0,0,177,1,139,7854,10472,7772,9845,5129,4798,7981,10633,5840,7202,2301,1123,464,393,1777
19:41:00,528,62,83,0,0,179,1,1641,9699,10546,1584,4670,5222,6702,4008,5383,11358,12230,4239,2541,2084,2761,1236
19:41:02,436,54,67,0,0,183,1,3110,6665,7842,4969,5063,4960,5157,8670,6111,4522,7756,2928,1916,1349,2426,2125
19:41:04,467,15,92,0,0,184,1,7031,10715,11897,5423,1161,2262,7526,9530,2480,4766,7799,2991,2108,1738,2895,932
19:41:06,387,7,68,0,0,186,1,6613,8817,7171,3658,8599,6590,3420,4800,13701,13674,10368,4330,2082,3603,3354,3770
19:41:09,597,62,107,0,0,188,1,1738,6259,8050,995,5726,2681,2978,7075,10364,3745,5173,2472,3509,4305,2488,1258
19:41:11,524,15,95,0,0,192,1,2548,7674,12027,5579,2509,1993,2615,7064,7541,8074,8046,5475,4292,3412,4906,5486
19:41:13,512,15,124,0,0,194,1,6189,11628,15894,15256,10415,5422,1901,5124,3677,4346,6144,3752,4547,2320,4124,3126
19:41:15,549,70,86,0,0,195,1,768,7864,7226,6619,11115,9067,4919,7214,5659,3680,3213,5699,6277,1689,3219,3239
19:41:18,557,15,114,0,0,197,1,7579,10954,12186,1589,13110,14645,13125,14202,3581,6336,7187,3000,740,973,1099,1556
19:41:20,645,15,148,0,0,199,1,4587,11074,11182,12595,18172,7668,6423,4282,6897,5330,7129,4011,5514,5120,4950,1863
19:41:22,639,54,119,0,0,202,1,3458,8408,9814,5542,2420,387,2871,8701,12623,6747,7025,2819,2148,1291,1545,2148
19:41:24,555,31,93,0,0,205,1,1327,5829,5470,6876,11927,8939,8835,11723,7152,6886,3526,3439,5782,4595,4255,1589
19:41:26,543,70,101,0,0,206,1,1358,6101,9794,7384,10214,4460,5007,2741,8198,7885,8923,3766,2343,1913,4232,1295
19:41:29,657,39,131,0,0,208,1,1439,5440,8127,3702,1747,6805,10103,15989,2884,1295,4009,4223,1654,1595,1377,2416
19:41:31,510,15,103,0,0,210,1,4147,12453,15614,10380,14317,10697,9874,12162,4369,1490,5183,3774,1587,2043,1531,2726
19:41:33,566,62,76,0,0,214,1,1511,9114,9274,5600,4569,6870,8284,9460,9837,2810,4464,2626,1489,2060,1487,2835
19:41:35,557,15,117,0,0,215,1,1521,9381,14977,8664,12697,10397,8531,11376,7988,9984,3609,778,880,3278,838,2658
19:41:38,538,54,84,0,0,217,1,490,4774,7663,4723,7703,8316,3728,10802,6872,2293,9925,5192,4878,5080,2257,3335
19:41:40,636,46,115,0,0,219,1,1952,10809,15028,15471,11890,9459,9331,16821,12489,6691,11305,7819,4150,2392,3882,6730
19:41:42,603,54,109,0,0,223,1,3462,8592,12686,8025,7772,12306,11655,13810,10346,3361,7198,5500,2117,2461,1211,3141
19:41:44,628,39,135,0,0,225,1,2105,5968,14002,2635,16908,17363,13543,10862,7798,3102,3771,2047,2215,764,1599,2363
19:41:46,637,62,117,0,0,226,1,3516,9823,12531,4041,1473,10259,1900,12440,7586,2872,7029,3099,3425,2363,3626,1137
19:41:49,409,62,59,0,0,228,1,2240,8010,16264,11598,14317,15150,10510,14771,6316,2066,3214,4786,4140,1545,2277,3210
19:41:51,481,31,93,0,0,230,1,2717,7928,13646,6639,5862,5197,6180,4094,6279,4367,5215,4574,2794,387,2936,3767
19:41:53,520,23,118,0,0,234,1,2940,6344,14545,15227,12234,6334,5005,8977,6503,4950,2674,811,1640,1511,705,802
19:41:55,564,15,99,0,0,236,1,55,6501,12711,5105,6618,7279,4240,5496,3446,4268,2529,1996,5333,4595,4758,2390
19:41:58,510,31,88,0,0,237,1,1699,5508,8868,3700,11312,6472,6253,2778,5766,4943,6853,6241,5415,3706,3693,3517
19:42:00,545,39,70,0,0,239,1,578,640,6946,7189,6494,5939,8773,8922,5143,9699,9296,2058,2691,2990,574,2972
19:42:02,440,15,118,0,0,243,1,2004,4874,3525,8984,17069,9732,7988,7152,1917,5278,5254,6979,1855,2777,1469,4604
19:42:04,564,62,91,0,0,245,1,731,4453,8864,5755,6686,5329,6277,8658,11682,11436,9033,5309,607,956,1209,4323
19:42:06,428,15,97,0,0,246,1,235,8165,12422,5560,8232,9235,7291,2855,9154,5757,6609,1309,2691,470,1942,1376
19:42:09,483,46,94,0,0,248,1,711,501,739,2726,3593,10543,12053,11793,337,1546,5235,2314,234,1588,953,141
19:42:11,574,15,131,0,0,250,1,3805,5510,4824,8252,14572,1572,13670,6645,5182,4338,6022,4123,5252,3672,4390,2018
19:42:13,514,15,124,0,0,254,1,1372,8714,14608,9560,10940,9504,5923,6488,4543,8524,4424,3270,4432,3648,2499,1058
19:42:15,618,46,113,0,0,256,1,584,6384,10048,3703,6018,8608,14550,14541,9908,5294,3410,2186,2474,1241,1974,1633
19:42:18,539,15,101,0,0,257,1,2005,5954,12974,7046,5241,7399,6440,7595,11263,6347,6580,2719,2340,1952,2787,2570
19:42:20,513,62,87,0,0,259,1,155,6203,14967,15188,12736,7676,6410,5639,1039,2318,4939,3477,2845,1230,2672,2161
19:42:22,372,46,55,0,0,261,1,2592,6895,8912,10144,14370,5936,6508,1287,8528,7379,8804,5886,3109,2383,2931,4745
19:42:24,573,31,101,0,0,265,1,366,1318,3157,1753,13040,11669,7794,10428,1022,4250,6143,2148,4421,7445,5368,1004
19:42:26,519,31,86,0,0,267,1,855,5382,9170,8186,11045,6991,6512,4574,6169,3978,4873,3873,636,775,1273,2631
19:42:29,332,15,63,0,0,268,1,3188,6902,8073,1865,4171,4262,2680,2992,7387,5659,10421,3453,1612,2150,3347,878
19:42:31,557,54,91,0,0,270,1,1157,6680,12466,2912,12657,15455,10799,13362,2757,7388,9788,3403,1695,3293,1309,2281
19:42:33,590,46,112,0,0,272,1,157,11624,13610,8080,10918,10693,9413,1927,8769,3056,7039,4911,435,2859,1722,2425
19:42:35,373,15,49,0,0,276,1,1619,3590,6346,3379,6070,5944,5807,3225,4766,4115,2734,2883,2402,1357,2389,2053
19:42:38,508,31,97,0,0,277,0,32,6274,7382,7477,12479,12208,8272,4688,6867,5206,5960,5657,952,1679,1645,2569
19:42:40,475,23,83,0,0,279,1,158,2375,8884,10711,7296,5006,1058,3140,3049,4957,6397,5007,5289,4615,4219,4005
19:42:42,540,15,83,0,0,281,1,1969,9830,17000,16326,7531,7964,5101,3191,3500,5526,5391,5137,4735,4726,3559,3099
19:42:44,451,15,85,0,0,285,1,1057,8040,13203,6149,1626,2368,1796,5459,10577,10293,7667,3848,3236,2536,3583,2800
19:42:46,434,23,98,0,0,287,1,3405,2279,10440,12628,11584,6193,2583,2479,3805,3059,4205,6310,5883,3384,3946,4170
19:42:49,386,54,61,0,0,288,1,3767,7037,6927,1409,5383,5760,7690,7844,4927,3797,3679,2458,3099,3287,1641,775
19:42:53,588,62,94,0,0,292,1,4114,7682,13397,6168,3533,1709,2491,7310,10980,9816,5382,1171,1102,221,1433,1207
19:42:55,436,15,83,0,0,295,1,1103,4694,10162,12210,11895,3910,7900,3866,7967,1479,6589,5293,3292,793,1937,3873
19:42:58,573,62,123,0,0,298,1,3994,2314,7011,10550,13403,9776,11755,15509,15810,7408,2278,581,985,1453,667,1791
19:43:00,453,7,72,0,0,299,1,6575,9285,6623,8138,9170,6927,6528,3807,4696,3129,6025,1733,3678,1987,2708,1067
19:43:02,411,39,59,0,0,301,1,996,2241,13811,16708,14071,7042,5013,4963,6429,4643,7864,3620,2279,969,1021,1569
19:43:04,642,31,144,0,0,303,1,565,6477,6841,3135,13923,12150,12211,11978,5850,7368,8772,4386,1547,1335,3123,2415
19:43:06,532,23,153,0,0,307,1,3833,6622,14132,19620,15568,10041,6168,4222,4903,4860,5736,5052,6485,1742,2787,2049
19:43:09,537,39,92,0,0,308,1,1351,3664,9576,6729,11133,11842,6797,4915,5547,2669,7613,4946,2462,2430,1930,1826
19:43:11,551,23,103,0,0,310,0,6,2922,10326,13291,9534,4562,1688,3637,8505,3694,6675,7652,3840,2342,3253,6426
19:43:13,449,62,66,0,0,312,1,1559,6676,6833,4219,3145,2906,7333,10581,5854,2085,5273,2412,385,1219,470,1744
19:43:15,538,62,75,0,0,316,1,3652,8268,14876,11896,7614,5827,5983,3645,1695,4579,4345,2290,3135,3704,1953,1400
19:43:17,468,15,55,0,0,318,1,4659,6645,7095,4454,6614,6960,4822,3305,4863,1450,4680,6390,6058,3886,4758,4438
19:43:20,593,15,148,0,0,319,1,987,14009,19052,12581,12371,4692,5510,5456,8506,7707,8457,2558,2488,511,1831,2901
19:43:22,449,62,65,0,0,321,1,2081,8205,7632,1010,2873,5247,5138,6295,5628,3924,5057,3143,6848,4311,5766,2999
19:43:24,471,31,87,0,0,323,1,3158,6669,12613,7127,3203,1380,7139,6085,10101,11332,8006,1363,5938,7185,7059,3189
19:43:29,496,46,117,0,0,329,1,2112,1027,4675,8465,9583,12468,15050,13339,13257,9330,6441,2707,885,1239,968,1081
19:43:31,474,15,129,0,0,330,1,3759,7718,16570,11047,1007,2432,2616,2841,4480,3207,7802,4574,1059,518,1193,3064
19:43:33,449,7,79,0,0,332,1,2140,7357,14394,13815,6949,9353,1698,5531,1808,1303,3821,2079,902,609,1026,1214
19:43:35,573,23,142,0,0,334,1,81,1888,3650,5227,5166,3562,4402,2145,4876,2127,5278,3311,1131,346,1596,2185
19:43:37,354,54,65,0,0,338,1,306,1905,4593,4377,3892,2682,5645,8361,6003,5409,6451,3925,3836,4403,3475,2471
19:43:40,505,54,108,0,0,339,1,3476,3537,5988,5645,11817,11872,11604,13853,8063,3854,5566,4210,1644,2638,1946,3141
19:43:44,521,31,108,0,0,343,1,338,5079,9401,11387,7199,5386,8387,4632,5528,4029,6668,5724,3562,1518,3800,3943
19:43:46,597,39,124,0,0,345,1,4204,6482,11495,4871,4070,5581,7162,4583,4958,3928,3464,983,2995,843,2073,938
19:43:49,557,15,105,0,0,349,1,2656,4988,13519,12551,1051,7568,4678,2591,4258,3949,5759,4292,1888,1040,2026,2664
19:43:51,390,23,53,0,0,350,1,159,3271,6695,6812,4681,2662,4341,2837,4475,2660,5495,6113,5768,4741,5255,4737
19:43:53,540,70,89,0,0,352,1,2006,4335,10774,9593,9571,7457,5549,6457,3424,3475,6808,1286,4710,572,1678,1366
19:43:55,468,15,102,0,0,354,1,25,6229,16590,16058,10962,8973,912,5977,4963,6057,5726,1830,654,684,1514,1792
19:43:57,498,7,76,0,0,357,1,1051,3165,11774,16253,12364,4483,2609,3754,6540,4326,3105,1941,1560,1714,1383,1331
19:44:00,383,15,59,0,0,360,1,4329,4427,7604,4850,5139,670,3094,927,4442,3759,2762,1471,2752,2428,1561,1323
19:44:02,506,31,93,0,0,361,1,613,4575,10047,8114,11982,4670,4508,8789,17224,10007,4763,6170,6868,3115,2892,3921
19:44:04,620,54,136,0,0,363,1,1147,6832,12511,3829,9593,4426,9218,6349,3904,6611,6491,1881,1690,2049,852,2452
19:44:06,549,31,78,0,0,365,1,165,1148,3241,6065,15767,5799,13255,9791,3493,2031,6374,6260,5030,3502,4369,4011
19:44:09,570,31,106,0,0,369,1,1896,5107,10296,10926,13625,4225,10433,6526,8297,4653,2402,3567,3897,428,3134,2989
19:44:11,592,31,115,0,0,370,1,1353,4259,10209,3179,14720,13649,12875,7176,6130,1696,6372,6231,3933,3456,4203,3935
19:44:13,576,31,117,0,0,372,1,1371,4775,6528,10812,15089,2455,13555,5455,12562,10469,3232,1755,3019,1161,1396,2810
19:44:15,634,31,127,0,0,374,1,2337,520,4944,2475,6589,1538,7383,2684,8311,1872,3854,3914,3415,1572,2671,3184
