时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
21:47:34,1403,7,434,0,0,3389,2,29350,55630,50190,12500,5801,10021,10849,4056,3418,3660,2095,1852,2695,3393,3346,899
21:47:36,1487,7,488,0,0,3391,2,44447,62561,45707,6854,4449,13366,3298,6933,8078,9430,9091,6104,5563,6363,5257,4480
21:47:39,1259,7,411,0,0,3393,2,38600,52676,37754,7901,14143,20686,15402,6472,5766,5944,10729,8621,2330,4200,1191,6205
21:47:43,1286,7,370,0,0,3396,2,10737,48603,44719,13767,9853,14373,2729,4392,10440,6438,3923,3505,11829,9661,8057,2072
21:47:45,1322,7,462,0,0,3400,2,46279,59207,43316,4219,6346,6328,10359,12979,6352,6200,4964,4074,7245,6875,6042,4209
21:47:47,1345,7,432,0,0,3402,2,44221,55307,42974,22243,19823,13285,13166,9200,6515,6046,2896,5288,9754,9942,9714,7640
21:47:50,1318,7,445,0,0,3404,2,46659,57067,42636,10175,9636,18629,21062,13025,6802,11318,12257,9736,10487,5985,8813,7447
21:47:52,1349,7,446,0,0,3405,2,32491,55636,38400,2369,9595,7956,13533,11961,7353,4118,1840,3998,2774,2767,2816,3125
21:47:56,1240,15,372,0,0,3411,2,23275,47428,47631,18894,8010,10900,13925,12758,7597,1493,3779,7299,6920,7438,5406,7072
21:47:58,1355,7,442,0,0,3413,2,45588,56687,38485,3349,19764,19628,7093,5259,8395,9783,12295,9684,4330,1867,966,5611
21:48:01,1366,7,491,0,0,3414,2,55356,62897,40502,13423,7987,6337,7960,4426,6285,9793,6697,6436,4978,2577,2286,2429
21:48:03,1336,7,461,0,0,3416,2,10069,45417,37883,18797,20155,13270,10261,9407,10735,7665,2526,5144,7791,5401,5872,3787
21:48:05,1433,7,451,0,0,3420,2,32151,50171,38155,12084,18388,16877,12434,14923,8553,1404,433,2482,1002,1048,1213,1875
21:48:07,1295,7,443,0,0,3422,2,48954,56811,39450,5101,12582,16197,5281,9859,6604,5615,9945,10231,9134,4375,5962,6695
21:48:10,1246,7,422,0,0,3424,2,38758,54086,42524,10370,8185,1956,10849,10669,10534,4073,8036,6127,3459,3171,3644,5073
21:48:12,1406,7,479,0,0,3425,2,56058,61414,34080,7074,6245,9507,12342,4176,8154,5808,4407,6527,7442,6341,5965,5042
21:48:14,1107,7,367,0,0,3427,2,56626,60544,38100,14300,12692,12343,3065,4917,972,5709,5702,843,2191,1375,1836,1265
21:48:16,1169,7,378,0,0,3431,2,50817,63812,51247,16919,8544,13624,10303,5464,6983,7180,2254,5359,4995,4995,6103,2808
21:48:18,1194,7,405,0,0,3433,2,47773,51919,31628,7245,9465,10811,15413,12829,3165,4196,5973,7528,3382,1688,3557,3928
21:48:23,1211,7,346,0,0,3436,2,386,44320,30807,2988,1076,7954,11474,9384,3406,4453,3705,2049,2554,3965,2082,2621
21:48:25,1349,7,495,0,0,3438,2,59886,60214,27126,7307,917,9559,8224,2649,3768,2729,3973,6928,10245,10747,10498,7560
21:48:27,1306,7,421,0,0,3442,2,44594,58553,46244,12082,7991,10348,4637,3341,1907,5025,8313,6350,8106,7153,6363,4268
21:48:30,1222,7,421,0,0,3444,2,27922,53942,39150,7499,4015,2114,2960,5980,4960,6062,5096,8729,7229,6621,5481,6086
21:48:32,1228,7,437,0,0,3446,2,43104,55963,40809,3699,10393,14713,11551,6589,4014,4394,2810,2419,5009,6329,3369,1116
21:48:36,1257,7,433,0,0,3449,2,42972,57942,45473,12693,5274,15025,17331,10710,1509,7642,1925,7889,9446,3062,6739,6426
21:48:38,1375,7,454,0,0,3453,2,48812,59437,46231,16138,12670,15182,7515,12648,11834,5582,5342,3588,1018,1179,1175,2437
21:48:41,1281,7,399,0,0,3455,2,5320,51138,38372,10360,9876,13282,5384,1199,4561,9797,6563,3998,3390,3987,868,2720
21:48:43,1230,7,402,0,0,3456,2,48210,51579,25806,7223,4205,3782,1890,6980,13701,12251,11172,10041,5791,4243,6012,7953
21:48:45,1197,7,343,0,0,3458,2,45495,54442,33207,6711,16435,16713,11215,2763,4381,11364,12379,9131,2894,1474,1215,5808
21:48:47,1242,7,439,0,0,3460,2,50636,57637,38155,7758,1950,4785,8283,5044,3458,1201,3171,3270,4773,3842,4785,3176
