时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
21:59:19,630,54,126,0,0,4089,2,2707,3196,4623,14702,12110,1127,10683,16239,7811,1358,7092,6571,2679,3477,1883,3975
21:59:21,676,23,136,0,0,4091,2,431,2531,6503,17442,15545,2591,8799,15723,6770,561,6544,6518,1138,3109,1168,2873
21:59:23,595,23,131,0,0,4092,2,1334,1414,3582,16849,16426,3677,7350,15479,7141,4901,9692,6560,3360,4452,3538,4803
21:59:25,599,54,127,0,0,4094,2,2510,3154,3117,15667,14020,347,9183,13806,6081,1909,5494,5223,64,3080,2300,2170
21:59:27,541,54,126,0,0,4098,2,828,1516,4250,15012,10676,514,6461,15187,8423,2477,5349,5846,1757,882,1595,4375
21:59:30,658,31,136,0,0,4100,2,2461,829,416,13723,17420,6477,7771,15770,8818,1426,4211,2595,1416,322,840,1361
21:59:32,619,54,124,0,0,4102,2,4495,2631,4681,15800,15389,3049,9729,15999,8700,1677,5687,4011,1543,1549,1511,1863
21:59:34,550,54,103,0,0,4103,2,3426,3916,3917,11282,9660,905,7124,13285,9425,884,7304,8999,3854,1044,2274,6629
21:59:36,607,54,133,0,0,4105,2,557,2933,288,13145,15235,6269,9291,14296,5541,965,8246,7537,2015,1469,1627,4302
21:59:39,553,23,103,0,0,4109,2,3890,3938,7726,16878,14799,4882,9677,14481,5916,1514,6323,7241,3245,1662,3208,5580
21:59:41,655,23,142,0,0,4111,2,1020,1047,6895,18241,16167,4334,9095,13449,3650,4542,7931,6134,1570,376,2190,4889
21:59:43,586,23,125,0,0,4113,2,2660,1835,5279,16043,13984,2014,8076,14488,10520,3687,8071,8690,4235,2561,3741,5784
21:59:45,660,23,132,0,0,4114,2,247,3223,2281,12157,11755,2619,9603,14082,7609,2845,7453,7530,1305,1294,1456,4621
21:59:47,549,23,129,0,0,4116,2,3127,5331,5806,11150,9506,1251,5629,10323,5323,2806,9335,11965,6778,3739,5285,8400
21:59:50,603,23,127,0,0,4120,2,1019,955,3244,16290,14979,4503,10907,16146,5464,2230,5952,4066,1489,415,610,3132
21:59:54,602,23,124,0,0,4124,2,116,633,4631,15932,14170,4423,11653,14718,8402,3545,10786,7389,1127,1720,1994,3921
21:59:56,699,23,140,0,0,4125,2,2292,2764,3687,11608,11429,2140,9137,12364,7459,2503,6924,7915,5742,4265,2754,6024
21:59:59,554,54,110,0,0,4127,2,2093,2814,4612,11667,12306,820,10984,14443,5009,3786,7742,4056,5427,6890,3384,4004
22:00:01,601,23,123,0,0,4131,2,3065,2085,5063,15816,13857,4096,6179,10379,5641,4575,5599,3489,1283,1998,1122,2216
22:00:03,555,23,130,0,0,4133,2,306,2011,4586,16726,14423,3141,8449,13228,5210,4389,10482,7509,1134,1611,2629,3592
22:00:05,666,23,143,0,0,4134,2,1575,2236,3977,18417,15295,2495,10738,15404,6658,4422,9730,5170,4476,4126,2539,3932
22:00:10,652,31,137,0,0,4140,2,501,2902,3596,11593,11706,1545,7374,16139,7786,1746,9120,7394,1919,1309,2437,5745
22:00:12,548,23,104,0,0,4142,2,3586,3951,6275,13424,13062,6588,8060,10296,6639,2360,3507,5714,3346,1533,2762,2926
22:00:14,649,54,122,0,0,4144,2,1590,2295,2446,10046,11766,2078,10852,15671,6780,1237,7478,7218,1933,1201,1924,5074
22:00:16,572,31,117,0,0,4145,2,5765,3694,3224,14646,15079,3590,7239,12568,6944,2851,7027,6103,1426,1057,1037,4412
22:00:19,590,23,123,0,0,4147,2,5758,3362,2641,12058,18530,10648,9994,15330,10653,6419,4155,8027,6266,2322,2522,2928
22:00:21,634,23,134,0,0,4151,2,4054,3788,9096,16338,11517,3902,10461,15264,5931,1599,5945,3739,2321,1656,2164,2290
22:00:25,616,54,117,0,0,4155,2,1346,3774,825,12735,12907,5465,11400,14976,5484,5233,8826,5132,3582,1675,1063,4168
22:00:27,582,23,137,0,0,4156,2,2759,3239,8881,17593,13985,3683,8780,15462,6713,3575,9270,6219,1145,522,2049,4838
22:00:30,570,54,112,0,0,4158,2,1392,2393,3434,15126,12966,2576,8812,12240,4988,6578,9491,5147,1917,3476,2100,4315
22:00:32,537,23,126,0,0,4162,2,981,4125,5896,12171,12167,1084,8817,11523,4751,8178,8951,4775,3776,7607,3924,2602
22:00:34,557,54,122,0,0,4164,2,1231,1710,3961,12063,9527,942,9299,15732,5740,1936,7207,3144,3130,587,3138,1544
22:00:36,632,31,113,0,0,4166,2,190,2383,3330,12829,14547,3586,8300,14329,7798,2202,6663,3385,712,508,1021,2127
22:00:41,634,23,133,0,0,4169,2,3715,3536,5654,12530,10318,2604,11138,14536,7920,4490,4740,2509,3970,4706,3403,2758
22:00:43,580,54,131,0,0,4173,2,4046,2638,2056,11633,11273,3002,8686,16051,11286,3198,8869,8852,2173,4153,2193,3872
22:00:45,597,23,116,0,0,4175,2,2515,4097,2482,14925,12416,2076,7102,13160,5106,2235,8239,6078,1299,2251,1443,4919
22:00:47,627,31,127,0,0,4176,2,1693,2945,2479,10792,16344,6176,8087,11779,4428,6874,11223,8533,1562,1589,3203,6401
22:00:50,583,23,131,0,0,4178,2,2259,525,1546,14709,18390,6843,6954,13577,7266,3823,6389,6521,3829,3131,3119,4440
22:00:52,609,23,108,0,0,4180,2,1869,1217,3731,15088,14403,2035,10955,17533,10168,2533,5149,5923,3602,873,3197,4328
22:00:54,622,31,155,0,0,4184,2,4053,1151,1200,15716,19920,7632,8657,14053,6792,5426,7467,5735,2839,1537,1060,2578
22:00:56,645,54,119,0,0,4186,2,1389,4140,1178,13747,14805,3347,8985,15314,6778,1605,8189,6311,702,549,1328,4133
22:00:59,665,54,132,0,0,4187,2,4045,6344,3540,12794,13974,6621,8672,16990,7182,2119,8513,5812,722,2596,1117,3734
22:01:01,639,31,118,0,0,4189,2,2758,3751,6783,15316,13656,4987,12211,16372,6323,3324,7404,4615,369,456,968,2934
22:01:03,581,31,117,0,0,4191,2,5417,2849,4362,15427,14164,649,11582,17499,8051,1054,5715,5752,2536,1540,1632,4020
22:01:05,659,54,134,0,0,4195,2,4518,2573,3691,13929,11208,1485,10907,17224,7459,3805,7731,7002,989,1229,2044,5546
22:01:07,685,54,122,0,0,4197,2,4916,3379,4210,14696,15623,4021,12118,15623,8667,4317,10890,10198,2433,1925,172,6308
22:01:10,615,54,144,0,0,4198,2,1995,1575,7206,17575,13964,2553,10640,18485,7200,1597,8285,6860,5034,2104,3303,3657
22:01:12,596,54,129,0,0,4200,2,1179,3652,2844,12947,14272,6089,12314,16512,7639,1432,6580,5736,2471,3308,1848,3468
22:01:14,572,23,123,0,0,4202,2,951,1211,3079,9851,12379,5665,7227,15267,11886,8686,3220,6200,1165,2717,1731,4798
22:01:19,585,23,119,0,0,4208,2,3120,2053,3251,15324,12667,1371,8159,14705,5022,1282,6858,4543,626,1349,398,2683
22:01:21,600,31,130,0,0,4209,2,2856,3342,6157,16259,16688,6357,6097,11266,9536,271,8101,11779,4285,2289,4035,3531
22:01:23,631,31,100,0,0,4211,2,5057,4338,5273,16525,17710,5671,9087,13572,5703,2790,5526,6133,4275,1687,1064,2799
22:01:25,709,54,140,0,0,4215,2,4931,3487,5586,16726,16622,3730,7649,12966,8562,3373,7059,7277,2645,1431,1165,4452
22:01:27,624,23,141,0,0,4217,2,941,856,6225,18118,12604,2113,10086,17478,9498,2337,6890,7401,3044,1603,3466,3861
22:01:30,554,54,110,0,0,4218,2,1597,1373,3129,13541,13525,2433,11290,14114,5433,998,4500,5265,4666,3868,4275,4470
22:01:32,588,54,141,0,0,4220,2,525,771,5289,14936,12175,1963,9780,18068,9496,1772,9007,9010,2657,2296,1875,6404
22:01:34,665,54,127,0,0,4222,2,3776,4251,4180,15179,15359,3118,12069,16703,7349,3987,8718,4163,2328,1372,3201,3498
22:01:36,639,31,157,0,0,4226,2,4209,1419,2793,12500,9834,994,10266,15561,8391,2447,8276,7941,717,2025,1520,4581
