时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
21:42:30,363,7,113,0,0,3086,2,16450,19468,13412,2041,1584,525,1259,2688,1830,415,153,398,505,1086,637,609
21:42:32,375,7,122,0,0,3089,2,6068,12635,11448,2791,1536,3155,2091,427,801,432,785,206,1141,1091,696,184
21:42:34,571,7,170,0,0,3091,2,19170,21824,12243,1928,629,1295,425,661,825,1010,827,735,1006,1441,928,304
21:42:36,273,7,61,0,0,3093,2,5687,7844,4051,609,2701,3564,2652,2285,537,776,1560,1308,1023,1306,1047,908
21:42:39,399,15,84,0,0,3095,2,6228,9554,10782,5483,3829,1242,1388,2933,1737,593,1384,1983,1420,500,1115,1477
21:42:41,406,7,129,0,0,3097,2,10087,27987,13963,561,1607,1876,1315,652,518,563,555,132,571,865,717,179
21:42:45,517,7,183,0,0,3102,2,13666,23504,14702,1099,1286,2519,773,509,942,622,111,477,699,574,1014,484
21:42:50,245,7,80,0,0,3106,2,7371,10359,5864,2291,1850,828,1437,1126,1466,990,239,321,563,670,430,274
21:42:52,359,7,83,0,0,3108,2,2657,10872,10061,1754,1224,1573,2303,1020,774,643,649,1243,2206,2066,2054,1001
21:42:54,637,7,198,0,0,3111,2,7306,7294,4586,2390,2468,2318,1996,702,1419,1542,1449,646,554,1322,811,265
21:42:56,474,7,167,0,0,3113,2,16250,21502,12605,704,935,1316,349,471,192,700,1487,1073,739,659,710,777
21:42:59,245,7,79,0,0,3115,2,8868,10124,6361,1199,778,1541,3213,3495,378,1399,1601,599,369,793,406,262
21:43:01,217,7,70,0,0,3117,2,326,16970,10778,3447,3061,3128,2757,2211,1167,790,722,1181,458,914,297,1023
21:43:03,360,15,95,0,0,3119,2,12887,22647,14774,1421,1763,1714,1810,1512,2310,1113,741,1171,348,706,394,567
21:43:05,193,7,50,0,0,3122,2,27906,30828,17783,2127,2219,1641,1972,1627,230,1193,1169,739,393,268,396,598
21:43:08,454,7,129,0,0,3124,2,14293,16587,12341,2539,3277,1848,2735,878,799,685,741,366,441,891,532,455
21:43:10,532,7,193,0,0,3126,2,19255,24708,14616,1387,1672,1746,1469,1322,793,634,907,709,602,607,580,525
21:43:12,394,7,93,0,0,3128,2,11148,14412,10916,532,1126,2368,1696,1757,1518,1245,1151,1017,667,383,457,476
21:43:14,255,15,58,0,0,3130,2,12382,14733,11258,3333,1663,1038,851,1207,1637,1243,1002,1572,1661,1755,1672,1634
21:43:19,413,15,68,0,0,3135,2,4704,8485,8754,8,1940,1918,2491,1146,1488,271,1506,2137,2853,3421,2865,1650
21:43:21,401,7,133,0,0,3137,2,954,17120,12353,3996,1522,3872,6108,3514,857,834,1676,3056,3796,2718,2735,2007
21:43:23,212,7,42,0,0,3139,2,1466,12153,9599,3232,1474,2232,268,810,1085,532,379,173,876,599,521,57
21:43:25,634,7,221,0,0,3141,2,12084,12071,2493,4577,1096,1286,1638,963,1736,2089,2083,3216,1734,452,1934,2179
21:43:28,479,7,146,0,0,3144,2,14778,18770,14756,2483,4945,4549,3493,1885,791,646,300,1877,2521,1698,1632,1067
21:43:30,479,7,163,0,0,3146,2,12479,20959,12444,1523,283,1340,1511,1339,848,219,1408,1722,719,323,695,1175
21:43:32,671,7,246,0,0,3148,2,14266,31553,19024,2904,2259,1388,716,773,924,936,1857,2708,2978,1469,2261,2240
21:43:36,202,7,62,0,0,3152,2,15690,17289,10671,1282,1245,1209,2159,2616,1897,778,416,822,402,134,261,554
21:43:39,401,7,91,0,0,3155,2,10464,11715,8487,1003,1409,1274,895,1521,1549,1219,1511,1916,1798,2064,1613,1224
21:43:41,571,7,215,0,0,3157,2,12529,27521,20764,3767,1825,708,2373,983,2977,2303,2323,2513,2762,2750,2225,1674
21:43:43,357,7,122,0,0,3159,2,4592,15655,8733,2595,2071,1668,2707,2940,1117,741,970,458,1380,1803,1598,894
21:43:45,380,7,103,0,0,3161,2,2516,11648,11290,2997,438,717,1401,1958,1874,1186,978,533,271,292,481,279
21:43:48,329,7,91,0,0,3163,2,13857,21621,16389,3458,1198,1499,2017,680,772,856,978,251,560,391,166,373
21:43:50,579,7,177,0,0,3166,2,18576,22704,13933,3492,983,574,1474,265,429,420,1032,521,399,385,137,300
21:43:52,633,7,233,0,0,3168,2,27184,29863,18900,3090,452,596,1436,1391,1303,1549,1089,668,706,769,633,223
21:43:54,635,7,226,0,0,3170,2,13057,28987,15811,637,2270,2313,1576,1194,1233,692,400,699,736,744,155,136
21:43:59,565,7,161,0,0,3175,2,7014,8243,5836,4412,5417,4691,3204,523,1642,1544,761,249,884,1347,1061,425
21:44:01,275,7,81,0,0,3177,2,6475,10422,7339,933,1523,455,1303,1705,1536,947,878,1246,899,497,554,828
21:44:03,458,7,135,0,0,3179,2,14039,17356,14703,5551,3022,1666,770,1016,1352,483,1239,1164,770,882,962,915
21:44:05,576,7,199,0,0,3181,2,20170,25506,15960,3357,789,1828,1188,855,2325,1898,1107,1335,1902,1312,1478,1102
21:44:07,618,7,193,0,0,3183,2,12689,11237,3589,2587,670,275,1064,615,996,2196,1668,500,1986,1941,908,27
21:44:10,209,7,57,0,0,3186,2,10908,15855,7551,3246,2553,2294,1428,319,737,2153,3430,4563,3430,1685,3071,3431
21:44:12,549,7,199,0,0,3188,2,12900,25593,16173,1966,377,1245,1678,210,1597,1622,650,194,426,308,408,151
21:44:19,505,7,189,0,0,3194,2,7328,7824,5645,960,4249,4462,1919,1358,348,833,1804,1191,2085,1210,1528,1143
21:44:21,416,7,122,0,0,3197,2,19979,21836,11148,951,654,1845,2287,1245,1221,783,1114,1686,1285,1153,1026,1057
21:44:23,444,7,156,0,0,3199,2,5644,19983,11888,3936,1238,1369,451,533,1815,1337,1319,723,696,206,1104,888
21:44:25,470,7,131,0,0,3201,2,15624,16838,8861,534,909,1049,1323,1414,749,879,1191,1194,1409,494,1060,580
21:44:27,423,7,133,0,0,3203,2,1696,6980,3183,3648,2844,1559,1851,871,1173,765,750,1304,717,193,558,1023
21:44:30,608,7,223,0,0,3205,2,1592,6036,4363,3163,1524,1100,1258,1721,2649,521,1422,395,1138,31,552,881
21:44:34,567,7,207,0,0,3210,2,24773,26550,16079,3099,2623,3249,2730,830,952,1218,1580,1570,724,1697,734,905
21:44:36,371,7,109,0,0,3212,2,420,14014,6968,2562,1461,1344,2195,2163,1128,783,1289,1010,731,1733,1098,207
21:44:41,608,7,214,0,0,3216,2,5618,6967,3678,2296,2490,2944,2018,281,395,145,1081,477,1868,1905,1619,262
