时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
21:26:34,1098,7,390,0,0,2138,2,26562,50007,32575,689,3389,3135,4373,4129,1323,3240,7430,8819,5180,1285,4920,7025
21:26:37,1075,7,367,0,0,2140,2,2490,47100,37655,16777,11600,5029,7648,5097,7188,7871,10758,7042,884,3532,773,5864
21:26:39,1096,7,316,0,0,2141,2,43018,47577,27046,4008,8107,2114,2128,5167,5147,5094,8542,4891,2402,2974,3125,3083
21:26:41,1191,7,431,0,0,2143,2,29460,41743,26537,11994,13426,9838,9723,11418,9335,6854,7635,7127,5534,1092,5949,4749
21:26:43,1203,7,375,0,0,2147,2,35364,48105,29573,8969,15390,7896,9393,8653,4910,1429,3650,7272,5450,5110,2844,2806
21:26:46,1138,7,379,0,0,2149,2,42400,48561,30538,12214,6865,4440,3530,5188,2267,9150,13144,8234,761,2117,1799,4147
21:26:48,1127,7,318,0,0,2151,2,41536,40791,20819,9238,5406,5407,6947,6338,1652,1302,1847,2217,2116,2290,2151,2382
21:26:50,1063,7,378,0,0,2152,2,46238,51199,28943,2337,7897,9378,7049,3249,3639,7026,8360,8147,6547,3317,5315,5983
21:26:52,1001,7,350,0,0,2154,2,2398,41424,27073,6623,10661,6851,5673,4493,4376,450,4147,3404,3749,2300,3488,3308
21:26:54,1091,7,375,0,0,2158,2,36532,48023,27816,3217,7753,5849,4351,2459,2731,1131,1213,717,3299,3136,3560,1477
21:26:57,1054,7,351,0,0,2160,2,18627,44976,30857,11579,7739,8022,8637,3217,6274,9003,13017,13623,10565,8135,9801,9753
21:26:59,1008,7,352,0,0,2162,2,18186,45135,32801,2953,3113,6672,10618,7737,4823,7987,4656,3637,3833,3755,4082,4344
21:27:03,1028,7,326,0,0,2167,2,41133,48456,31444,11403,11591,7220,6358,6109,5563,1656,3901,1711,3235,1079,2977,474
21:27:06,1014,7,349,0,0,2169,2,5104,44758,33640,6559,5660,1246,3012,1456,720,1034,2951,1268,1384,1532,1658,376
21:27:08,1136,7,384,0,0,2171,2,46275,49256,26033,4007,7127,9007,7317,2371,6025,5170,12453,13134,8670,5581,6964,9316
21:27:10,983,7,317,0,0,2173,2,18861,40626,25969,4240,7749,9691,6946,2664,1435,2613,6489,8394,8404,6982,5814,4119
21:27:12,988,7,299,0,0,2174,2,27834,37934,27035,8140,12665,9617,3338,2212,4782,7979,6912,4782,3858,4916,2485,4436
21:27:14,1036,7,379,0,0,2178,2,39221,46274,29590,7547,9067,2259,3849,5253,3419,6373,5345,8253,8059,2731,4777,5080
21:27:17,1099,7,311,0,0,2180,2,19406,39935,17497,11241,7898,5082,5797,6546,6985,7735,11286,11061,7277,7204,6041,9233
21:27:21,903,7,274,0,0,2183,2,10983,35075,24273,10408,12819,10204,7245,4208,4403,2323,3523,1356,5751,3013,5094,1474
21:27:23,1024,7,329,0,0,2185,2,25546,41310,28614,7206,10756,1035,6134,5021,3858,4332,2389,5958,1628,2822,1657,3099
21:27:26,1000,7,319,0,0,2189,2,38839,46385,31155,4012,7825,12537,10620,6898,5439,1262,6130,3668,3590,2078,2089,1857
21:27:28,944,7,309,0,0,2191,2,31077,39584,30785,9770,8044,4414,7626,7877,7177,6240,10700,15675,13415,3591,6280,9278
21:27:30,999,7,365,0,0,2193,2,40967,46818,32502,9176,7519,6886,7129,2549,10571,10604,13354,12801,5804,2010,6033,9877
21:27:34,941,7,307,0,0,2196,2,41486,47356,25701,4269,11162,7255,5083,3501,2318,4237,2746,1692,2433,1359,2218,1856
21:27:37,957,7,311,0,0,2200,2,3713,42635,29544,8716,15349,3431,2540,3547,6910,9570,7844,2892,2158,2285,76,3163
21:27:39,1103,7,418,0,0,2202,2,44131,53552,37969,6219,3973,4710,6623,3809,2800,4390,3336,2175,2873,3631,2284,2555
21:27:41,1001,7,348,0,0,2204,2,38046,44612,26452,1095,3044,5342,5799,5709,4116,1605,10295,11538,9270,7845,7923,7280
21:27:43,930,7,292,0,0,2205,2,31113,38070,19573,5065,11857,16787,13002,11080,5970,4945,10351,4091,3645,877,3668,3259
21:27:46,970,15,306,0,0,2207,2,31360,40868,27532,6794,6051,8475,3291,4523,7463,3002,6523,12552,12672,10426,9324,8220
21:27:48,960,7,308,0,0,2211,2,27112,39443,26188,8636,8621,7408,5100,5148,5006,6256,4667,5915,4558,3313,4080,5292
21:27:50,983,7,311,0,0,2213,2,35918,39852,26267,10389,1526,7367,5713,3360,9432,14693,15300,11991,6860,2978,3892,7151
21:27:52,1036,7,320,0,0,2215,2,33040,40995,19535,5931,2021,4441,10269,8383,5691,3497,4661,5670,5641,1017,3955,3322
21:27:57,1036,7,384,0,0,2218,2,1156,44450,31382,2067,7490,8409,3840,2553,1897,4341,6396,4867,5765,4562,5463,3309
21:27:59,1006,7,301,0,0,2222,2,19086,38576,27942,2530,8192,608,7454,5927,3038,2343,5033,4471,3194,2995,1779,3371
21:28:01,939,7,278,0,0,2224,2,29585,35645,24218,9271,9204,8295,12776,11109,5482,9278,8319,5187,2442,460,3006,4364
21:28:03,1022,7,317,0,0,2225,2,12910,40620,26027,7458,10322,522,4678,4545,3995,1307,7549,9125,3859,3044,2967,7384
21:28:06,1105,7,368,0,0,2227,2,34433,44431,31803,4389,6677,6792,1596,3394,12777,15829,15285,9439,6055,5173,4585,4123
21:28:08,987,7,256,0,0,2229,2,21990,43458,26401,1386,3945,2346,5256,2486,5367,4706,2747,2007,5354,7050,5699,2143
21:28:10,1059,7,349,0,0,2233,2,30322,44688,32712,3559,14732,11413,7237,3003,4490,5985,1434,1444,5226,3741,5697,262
21:28:12,898,7,257,0,0,2235,2,9268,33003,23202,14382,11051,4326,3402,6878,7831,6954,4140,6254,3966,211,3751,5552
21:28:14,1018,7,361,0,0,2236,2,37133,46288,35881,10272,7869,1269,697,4275,4722,6050,9730,6371,4966,1062,4842,5265
21:28:17,932,7,297,0,0,2238,2,39733,47526,36135,11790,11182,3328,4167,2808,8423,7791,4167,878,645,1685,635,1105
21:28:19,984,7,287,0,0,2242,2,321,36420,27746,1996,6222,3177,8338,2792,7026,12173,13803,9315,4506,1994,3423,6123
21:28:21,933,7,308,0,0,2244,2,25680,39462,37923,14110,1401,2267,3793,5466,2075,4740,5464,3554,1735,6880,1680,1221
