时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
21:14:46,4100,54,1134,0,0,1434,2,3260,3664,4536,897,2693,10278,39396,65535,65535,20152,4577,14102,12651,5602,6873,12467
21:14:49,3861,62,1013,0,0,1437,2,14215,7287,12715,13864,12224,19655,44195,65535,65535,46211,33522,23071,2560,7847,5940,8687
21:14:51,3980,54,1081,0,0,1439,2,10222,6502,908,16874,15515,3144,43387,65535,65535,20036,9170,13126,13330,5078,3517,4183
21:14:53,3915,54,1059,0,0,1441,2,1439,3324,5943,8141,10359,11422,40944,65535,65535,25330,4941,9968,8238,4736,11920,18662
21:14:55,3849,54,1048,0,0,1443,2,5779,2991,4864,14067,23378,16269,33607,65535,65535,64610,33318,29160,20579,12126,18273,18947
21:15:00,3999,54,1069,0,0,1448,2,16880,10671,5160,15982,22769,21381,31388,65535,65535,19203,4158,10479,8082,2098,3691,5174
21:15:02,3926,62,970,0,0,1450,2,13919,10961,4784,18009,17486,12620,47542,65535,65535,24053,5366,12743,11845,3421,7263,9110
21:15:04,3924,54,1052,0,0,1452,2,1597,1653,3634,5204,7337,10406,27441,65535,65535,12387,13206,9875,8921,2611,10439,15025
21:15:06,4046,54,1121,0,0,1454,2,13796,8723,1867,12385,16077,15930,31008,65535,65535,29636,5452,5266,631,4112,8727,12276
21:15:09,4235,54,1120,0,0,1456,2,3031,4714,3138,13181,26944,22955,51799,65535,65535,45150,39126,16471,4340,5132,8976,20284
21:15:11,4321,54,1142,0,0,1459,2,11840,2788,4280,13136,17961,12881,27130,65535,65535,32016,2553,10765,8247,724,10037,15806
21:15:13,4074,54,1103,0,0,1461,2,11085,5753,2856,15801,23120,8120,32466,65535,65535,15323,6968,25879,15946,5468,8518,16287
21:15:15,4045,54,1060,0,0,1463,2,4895,8585,1416,4472,13186,10050,40486,65535,65535,21538,9250,12760,7445,1334,10408,14598
21:15:18,4176,54,1116,0,0,1465,2,7959,3303,5647,13175,18239,13673,28360,65535,65535,27575,9366,23864,15841,4585,9873,18809
21:15:20,4223,54,1099,0,0,1468,2,11245,7113,543,12990,16293,12438,34789,65535,65535,26976,13867,16010,4575,4445,12300,18241
21:15:22,3981,62,1027,0,0,1470,2,1631,2990,10218,6885,22088,14529,34838,65535,65535,40578,14689,25255,16114,7802,8031,24546
21:15:24,3886,54,969,0,0,1472,2,5405,3474,7605,15092,13424,7023,24964,65535,65535,33567,17634,32288,19923,10109,7233,10552
21:15:26,3803,54,965,0,0,1474,2,14278,9869,8355,17926,20122,4662,23598,65535,65535,31067,15418,30123,20082,9709,1518,10463
21:15:29,3706,62,971,0,0,1476,2,2896,4154,10113,13881,1844,10154,30321,65535,65535,56568,33857,21469,16543,10373,6391,21858
21:15:31,3658,62,916,0,0,1479,2,4894,4854,2484,4348,4420,2297,30375,65535,65535,24837,18005,28454,14573,6475,13247,16413
21:15:33,3774,54,960,0,0,1481,2,5066,5197,4077,11392,16114,4137,33114,65535,65535,16352,18801,24002,11897,4386,12443,18763
21:15:35,3568,54,913,0,0,1483,2,7782,5338,7488,11477,12051,6850,32313,65535,65535,10588,25083,22647,8930,1171,16590,20511
21:15:38,3621,62,874,0,0,1485,2,5603,21814,23989,30510,46522,46365,58388,64567,65535,16580,10497,33669,17650,8761,8405,18217
21:15:40,3685,54,987,0,0,1487,2,228,1420,4986,13876,16946,8929,37038,65535,65535,15020,16575,22953,15153,2889,11154,19805
21:15:42,3754,54,960,0,0,1490,2,13361,10962,3324,22462,25059,13247,38071,65535,65535,32769,9249,23512,21690,8270,18864,19463
21:15:44,3756,54,976,0,0,1492,2,4078,3665,3793,19752,23117,5637,27084,65535,65535,27671,5915,22973,13361,2180,9992,23342
21:15:46,3757,54,929,0,0,1494,2,4408,3877,5971,8506,5551,10971,22906,65535,65535,27191,12782,29274,13501,3103,10728,21649
21:15:51,3878,62,1011,0,0,1498,2,1776,3117,7254,22664,27814,19048,19884,65535,65535,26039,10706,27345,15787,3668,8137,17217
21:15:53,3849,54,980,0,0,1501,2,12448,9383,5425,3962,7340,12158,22633,65535,65535,25808,11956,26573,16692,2877,11091,19436
21:15:55,3885,54,992,0,0,1503,2,4164,2912,708,16197,17521,12772,27634,65535,65535,29324,8995,23078,15472,5120,10468,22840
21:15:58,3770,62,976,0,0,1505,2,2258,12327,15209,6085,15517,35186,50822,65535,65535,17452,23219,25126,10650,4904,16215,20321
21:16:00,3865,54,1009,0,0,1507,2,965,2626,5446,15630,19504,6919,29435,65535,65535,27751,15081,32598,24647,8299,9240,21758
21:16:06,3669,54,963,0,0,1514,2,7684,3887,4045,11316,13431,3436,29586,65535,65535,23865,7067,26880,19948,5613,10436,22412
21:16:09,3655,54,960,0,0,1516,2,857,1229,3019,14994,20309,10949,24987,65535,65535,32472,10663,13266,16313,7181,9300,23199
21:16:11,3991,62,1028,0,0,1518,2,6348,6119,7099,9343,12299,14303,27415,65535,65535,24394,7568,25537,14297,1842,14989,25603
21:16:13,3736,54,1014,0,0,1520,2,9457,3117,2215,16220,19459,3285,35943,65535,65535,19603,14222,29564,21642,8560,8031,13801
21:16:15,3836,54,1029,0,0,1523,2,13327,8295,4664,16614,19616,6376,37969,65535,65535,14906,4172,27650,12117,7523,10325,11274
21:16:17,3910,62,951,0,0,1525,2,2158,11645,8430,24579,16282,16665,47981,65535,65535,15109,12237,26063,12094,4073,14774,18529
21:16:20,3806,54,1010,0,0,1527,2,8694,4223,2775,13482,14077,6318,36650,65535,65535,18380,16633,27774,18628,5700,10197,15641
21:16:22,3716,54,959,0,0,1529,2,2975,2850,1950,1061,3613,6725,31889,65535,65535,19522,20069,27607,18344,5723,9758,14682
21:16:24,3761,54,931,0,0,1531,2,7638,16466,17791,3711,20669,27716,38203,65535,65535,42752,21504,34217,24527,9631,22464,25242
21:16:26,3786,54,973,0,0,1534,2,10362,7869,2468,14025,15830,4340,32811,65535,65535,18526,15975,23247,13101,1923,13914,21245
21:16:29,3641,54,939,0,0,1536,2,8112,5515,4894,16449,16176,5204,31925,65535,65535,16223,19120,25599,11676,4101,16621,19629
21:16:31,3569,62,910,0,0,1538,2,7629,3933,4922,5033,2377,11610,36625,65535,65535,57912,32448,31786,29749,20951,31818,24871
21:16:33,3710,62,1008,0,0,1540,2,4201,1009,2887,5281,5388,3841,35527,65535,65535,17769,6609,30628,12511,7762,11327,14060
21:16:35,3721,54,988,0,0,1542,2,16411,9675,1131,17814,17928,4341,33773,65535,65535,16413,11669,28892,20804,2193,9537,21789
21:16:37,3816,54,1002,0,0,1545,2,17479,10175,1935,19421,22687,7558,39326,65535,65535,14348,23952,20737,13107,2910,14643,20883
21:16:40,3773,54,947,0,0,1547,2,14936,8359,5453,19570,24158,978,24706,65535,65535,23685,13806,25660,18695,7135,6019,11300
21:16:42,3699,54,969,0,0,1549,2,9239,3161,2178,20906,27230,13622,27669,65535,65535,27283,12025,28660,19984,8045,7529,13723
21:16:44,3718,54,950,0,0,1551,2,4421,6870,9056,4955,28428,23875,35938,65535,65535,31465,24470,30803,12441,8559,12435,16621
21:16:49,3788,54,971,0,0,1556,2,5688,5656,2663,8732,9345,6048,31927,65535,65535,18456,19494,25855,15593,3865,15334,18809
21:16:51,3778,54,977,0,0,1558,2,7735,5595,4317,10779,7666,6362,34805,65535,65535,20055,4303,22295,15327,2597,8696,19440
21:16:53,4008,62,1058,0,0,1560,2,1144,8935,8137,16249,16614,6319,35766,65535,65535,22076,4203,27485,18791,2164,10091,23628
