时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
21:16:55,3687,54,958,0,0,1562,2,8185,7359,711,22263,24913,5060,37520,65535,65535,16344,5907,17368,13032,2187,7758,16274
21:16:57,3923,54,1030,0,0,1565,2,14288,8648,2520,24343,25828,6474,38840,65535,65535,13727,18564,19868,11757,1752,14300,19802
21:17:00,3611,62,969,0,0,1567,2,16087,18280,18080,8243,3791,18557,40709,62067,65535,65535,38158,20839,6117,7014,2377,11872
21:17:02,3965,54,1067,0,0,1569,2,11189,8319,8017,20220,23992,9705,40002,65535,65535,13913,19890,22022,13747,340,16282,22182
21:17:04,3652,54,965,0,0,1571,2,5076,6524,3221,17811,21614,2211,38305,65535,65535,17446,1264,31983,17169,6832,9550,18539
21:17:06,3804,54,974,0,0,1573,2,5445,4087,3842,7781,8255,4297,36526,65535,65535,12441,9980,29752,15784,6396,11759,20488
21:17:09,3621,54,965,0,0,1576,2,17147,7972,4997,20728,24607,138,33118,65535,65535,21241,1640,19906,13164,3733,9259,18573
21:17:11,3706,54,972,0,0,1578,2,13810,6969,5768,21059,25563,1521,30449,65535,65535,21783,2463,20845,13511,3565,9611,19437
21:17:13,3897,62,1000,0,0,1580,2,4960,4816,5951,8666,15294,16792,39549,65535,65535,16074,14507,24963,14246,4956,11567,14973
21:17:17,3859,54,1027,0,0,1584,2,12514,6253,4931,19561,21423,6904,39125,65535,65535,13826,3576,23331,9735,6533,8866,8436
21:17:20,3601,54,897,0,0,1587,2,5245,16611,15190,31912,24048,8380,49727,65535,65535,47408,25242,5639,14309,9699,21346,13107
21:17:22,3754,54,944,0,0,1589,2,4345,3556,5708,13591,15129,11036,23402,65535,65535,27624,5841,20556,16829,4193,9173,16462
21:17:24,3849,54,966,0,0,1591,2,7480,2500,5872,25740,31992,19924,21817,65535,65535,26637,7978,13752,13550,2903,10218,9333
21:17:26,3654,54,935,0,0,1593,2,5538,2633,5127,11209,7802,5560,34352,65535,65535,65535,37196,19102,1878,11751,10085,976
21:17:29,3722,62,1050,0,0,1595,2,17252,10715,9393,26660,30873,18264,16748,65535,65535,24066,8354,19105,10254,1890,5840,11398
21:17:31,3702,54,959,0,0,1598,2,10184,7461,1901,18060,22101,15013,23355,65535,65535,28478,12225,21714,16163,6768,3597,9930
21:17:33,3763,62,948,0,0,1600,2,7766,8076,8289,11092,5308,11311,42424,65535,65535,20583,30640,23283,2513,5614,14150,15055
21:17:35,3694,54,952,0,0,1602,2,9644,2408,448,15931,20812,7697,21259,65535,65535,19241,18248,27983,15672,5919,13784,17745
21:17:37,3647,54,942,0,0,1604,2,11264,3808,1687,19863,28353,12370,31090,65535,65535,20593,17828,23795,12103,5999,12773,14814
21:17:40,3816,54,995,0,0,1606,2,12740,13822,11411,23558,25883,18565,34921,65535,65535,32369,26114,34520,11217,10207,4443,20714
21:17:42,3768,54,1021,0,0,1609,2,12065,3832,3170,21050,30649,11295,34426,65535,65535,17806,8124,25413,12704,8443,5451,10143
21:17:44,3706,54,947,0,0,1611,2,4047,4729,2901,8618,14405,12013,30003,65535,65535,20625,12561,20524,17449,1786,5783,14185
21:17:46,3721,54,935,0,0,1613,2,9466,1656,4550,19084,22210,14583,19883,65535,65535,60406,15450,32537,35402,17161,18793,22784
