时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
20:57:48,464,54,121,0,0,424,2,306,2709,5595,3407,3245,5127,9773,15539,7828,2442,2814,3230,4769,3469,4566,3009
20:57:50,342,54,92,0,0,425,2,1072,2329,5026,3194,803,2540,6846,11820,8712,3727,4310,3240,4346,3903,3467,3344
20:57:52,435,54,88,0,0,427,2,1727,5188,9419,8478,5699,5362,5172,14420,8559,2725,2562,3898,7216,4738,4805,2839
20:57:54,494,54,119,0,0,429,2,41,2480,3788,1766,2753,4050,6964,11385,5961,3302,4181,4352,6277,4863,6221,4029
20:57:57,486,54,118,0,0,433,2,2447,1632,1734,916,2675,3657,8350,15167,8563,1606,1520,5612,9081,4568,6312,4072
20:57:59,374,62,82,0,0,435,2,2636,2493,1101,3125,2698,6937,4504,9249,10531,4074,1259,1941,2301,5288,2318,1619
20:58:01,346,54,77,0,0,436,2,918,2748,5276,4481,3910,4721,4658,9891,7535,2962,2153,2218,4816,955,4846,3108
20:58:03,408,54,95,0,0,438,2,357,2331,3304,3210,6563,7467,8188,14827,9955,1872,1490,2348,5575,1809,5284,2996
20:58:05,427,54,112,0,0,440,2,1056,2353,2579,1910,2525,960,1513,8023,9723,780,4794,5183,2877,4016,2005,4804
20:58:08,380,54,90,0,0,444,2,691,1966,2388,1142,4734,5377,4917,11569,5075,1436,533,2523,4137,1638,3859,2686
20:58:10,320,54,75,0,0,446,2,3118,1621,2366,3298,3298,3690,5286,9677,9449,2196,1235,2351,5896,1503,5101,2904
20:58:12,441,54,124,0,0,447,2,2264,1312,924,1582,1296,2809,8725,15977,1954,3462,429,2445,3313,1382,3460,1634
20:58:14,375,54,78,0,0,449,2,2348,2201,617,526,1332,1537,8118,17790,9894,770,951,4150,8076,6287,5361,2279
20:58:17,505,54,139,0,0,451,2,252,1274,1632,975,1749,3610,11554,20843,12700,3394,1217,5853,8544,7718,6923,3423
20:58:19,437,54,93,0,0,455,2,1794,2710,4236,3228,1137,2909,8071,11967,6873,3503,5881,4099,6097,6373,6523,2999
20:58:21,444,54,124,0,0,457,2,857,3941,3105,1106,2980,4417,10064,15944,8861,2483,1357,5016,8784,2863,6961,4819
20:58:23,592,54,167,0,0,458,2,728,848,4039,4093,2387,2795,11714,21447,9045,1857,1855,2110,3732,2722,4093,1854
20:58:25,383,54,117,0,0,460,2,415,3804,4346,1365,4488,7125,11757,13644,5224,1454,824,926,3021,4666,3258,832
20:58:28,581,54,149,0,0,464,2,371,1723,1924,587,2120,2235,7938,18035,10811,4095,1431,5465,8873,1855,5135,3435
20:58:30,470,54,126,0,0,466,2,1566,1693,2352,2577,3694,4216,6731,16156,10266,4949,4022,2467,5512,2839,5389,3587
20:58:32,398,54,93,0,0,467,2,473,2110,5189,4514,4332,4838,4746,11991,6857,819,1514,3351,5038,2023,4668,3330
