时间,RMS,频率,幅值,温度,运行时长,状态,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
21:52:55,6420,15,2254,0,0,3706,2,776,65535,65535,65535,15064,2280,16190,16781,4033,1925,5143,5168,1395,1363,2866,1963
21:52:57,6580,15,2260,0,0,3708,2,28967,65535,65535,65535,7459,2181,22399,20470,6016,1300,3754,1850,1119,986,1483,2704
21:52:59,6237,15,2209,0,0,3710,2,40876,65535,65535,65535,7423,8696,18285,19008,4333,3769,4221,4272,2487,3000,3562,3664
21:53:01,6451,15,2262,0,0,3714,2,9763,65535,65535,65535,10879,6146,18568,17682,1478,2888,2246,3692,3315,1102,2671,2263
21:53:03,6605,15,2257,0,0,3716,2,38221,65535,65535,65535,18245,594,12953,14976,2299,2323,943,1742,3654,5199,4036,2248
21:53:06,6505,15,2284,0,0,3717,2,2409,65535,65535,65535,4304,17022,21910,10957,9301,5161,5097,5346,4518,4005,3423,1782
21:53:08,6466,15,2253,0,0,3719,2,22534,65535,65535,65535,8060,9061,19581,17436,4064,2666,1036,1510,775,1206,1139,2559
21:53:10,6737,15,2250,0,0,3721,2,25560,65535,65535,65535,9282,7062,19249,17778,1810,1326,1171,2354,2239,2573,3432,2696
21:53:12,6725,15,2251,0,0,3725,2,58930,65535,65535,65535,26486,14497,21557,16877,3630,3509,6583,8847,6163,3202,6869,8858
21:53:15,6425,15,2256,0,0,3727,2,3226,65535,65535,65535,9105,8644,21026,15506,1827,2318,1942,3538,3441,1619,4036,3276
21:53:17,6651,15,2275,0,0,3728,2,24955,65535,65535,65535,10300,8323,23098,16093,8873,5429,1929,2334,3202,2266,4897,2680
21:53:19,6405,15,2269,0,0,3730,2,20555,65535,65535,65535,3966,10131,18127,14944,2845,4134,3001,3558,4738,2785,409,1820
21:53:21,6503,15,2281,0,0,3732,2,20808,65535,65535,65535,9840,7600,21069,16747,4357,3372,2819,738,769,1127,1870,1855
21:53:23,6599,15,2262,0,0,3736,2,25992,65535,65535,65535,5674,11284,21293,14771,3243,4876,5014,4800,3058,2606,2897,2766
21:53:26,6588,15,2262,0,0,3738,2,38137,65535,65535,65535,18144,22216,25154,13738,5052,2884,1149,2552,3738,3159,1511,3257
21:53:28,6561,15,2253,0,0,3739,2,7841,65535,65535,65535,4773,12120,20936,10932,1566,2339,574,951,990,1333,1144,1232
